450.0	1.0	-4370.0	30.0	30.0	30.0	
C6	C16	
Prexponent (Ncoef) not included
-0.0296418556375	1.07314480222e-10	
-0.102321158451	2.82472802235e-08	
0.0	0.0	
-0.0198418342354	3.73416154799e-12	
0.0	0.0	
0.0	0.0	
-0.000335863934331	7.7507510655e-15	
0.0	0.0	
-0.0014863403031	5.00435257101e-14	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.00134345573724	3.10029040749e-14	
-0.0356503622731	8.18826654114e-11	
-0.179363018105	1.84814895072e-08	
-0.00134345573724	3.10029040749e-14	
-0.00134345573724	3.10029040749e-14	
-0.000335863934331	7.7507510655e-15	
0.0	0.0	
0.0	0.0	
-0.00134345573724	3.10029040749e-14	
-0.553277142712	1.99877010955e-07	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.0166172294748	2.94808400957e-11	
0.0	0.0	
-0.0320914426046	4.47793647075e-10	
-0.423090578234	8.38041520625e-08	
-0.000335863934331	7.7507510655e-15	
-0.00682668122965	4.42226053707e-13	
-0.208060442728	3.4410397542e-08	
-0.00302277540848	6.97561609425e-14	
-0.0017938673048	1.01533332977e-13	
-0.00134345573724	3.10029040749e-14	
-0.00134345573724	3.10029040749e-14	
-0.000335863934331	7.7507510655e-15	
-0.00134345573724	3.10029040749e-14	
0.0	0.0	
-0.00525353689192	1.18037486505e-12	
-0.215829539684	1.63773408255e-07	
0.0	0.0	
0.0	0.0	
0.0	0.0	
-0.000335863934331	7.7507510655e-15	
-0.00351442850785	7.4355367742e-13	
0.0	0.0	
-0.00340895428508	6.83266803761e-13	
-0.00134345573724	3.10029040749e-14	
0.0	0.0	
-0.00134345573724	3.10029040749e-14	
-0.000335863934331	7.7507510655e-15	
-0.0259901013823	2.20910774452e-10	
0.0	0.0	
0.0	0.0	
0.0	0.0	
-0.00762288945104	1.01598519214e-12	
-0.0199593405242	6.64898030854e-11	
-0.00134345573724	3.10029040749e-14	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.00134345573724	3.10029040749e-14	
-0.00134345573724	3.10029040749e-14	
-0.00134345573724	3.10029040749e-14	
-0.000335863934331	7.7507510655e-15	
-0.00134345573724	3.10029040749e-14	
0.0	0.0	
0.0	0.0	
-0.0222335882189	3.34440275339e-11	
-0.000335863934331	7.7507510655e-15	
-0.0893982729893	7.69145110148e-09	
-0.000335863934331	7.7507510655e-15	
0.0	0.0	
-0.000335863934331	7.7507510655e-15	
-0.386776600996	1.86704918493e-07	
-0.00134345573724	3.10029040749e-14	
-0.00404269370648	2.15332448746e-13	
-0.23133152472	9.09177213839e-08	
-0.000335863934331	7.7507510655e-15	
-0.00134345573724	3.10029040749e-14	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.00134345573724	3.10029040749e-14	
-0.000335863934331	7.7507510655e-15	
-0.00284303096078	5.36929745787e-13	
-0.366308054442	1.37095119205e-07	
-0.00302277540848	6.97561609425e-14	
-0.00302277540848	6.97561609425e-14	
-0.0197226116644	6.28491345423e-11	
-0.209075439979	2.61359608438e-08	
-0.00134345573724	3.10029040749e-14	
-0.00302277540848	6.97561609425e-14	
0.0	0.0	
-0.00749864691223	2.90637676978e-12	
-0.00476925265155	4.73404872673e-13	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.0159375295715	1.9539835299e-11	
-0.00134345573724	3.10029040749e-14	
-0.00134345573724	3.10029040749e-14	
0.0	0.0	
-0.000335863934331	7.7507510655e-15	
-0.0970545898856	1.42511787376e-08	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.0729916832652	6.64033243517e-09	
-0.00134345573724	3.10029040749e-14	
-0.00302277540848	6.97561609425e-14	
-0.00134345573724	3.10029040749e-14	
0.0	0.0	
-0.00134345573724	3.10029040749e-14	
-0.00596699981898	1.44111523727e-12	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.153591777099	1.786208191e-08	
-0.00134345573724	3.10029040749e-14	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.00435500330811	4.07045434158e-13	
0.0	0.0	
-0.000335863934331	7.7507510655e-15	
-0.00134345573724	3.10029040749e-14	
-0.00134345573724	3.10029040749e-14	
-0.000335863934331	7.7507510655e-15	
-0.00342061787114	7.99451799459e-13	
0.0	0.0	
0.0	0.0	
0.0	0.0	
-0.192045409208	1.68143729685e-08	
-0.00134345573724	3.10029040749e-14	
-0.00302277540848	6.97561609425e-14	
-0.00134345573724	3.10029040749e-14	
0.0	0.0	
-0.000335863934331	7.7507510655e-15	
0.0	0.0	
-0.0402387485596	3.66735431922e-10	
-0.000335863934331	7.7507510655e-15	
-0.0114116783119	1.32725766495e-11	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.034611110396	8.14740017838e-11	
-0.0493679236453	1.93735044665e-09	
0.0	0.0	
-0.00134345573724	3.10029040749e-14	
0.0	0.0	
-0.00134345573724	3.10029040749e-14	
-0.000335863934331	7.7507510655e-15	
0.0	0.0	
-0.00537382294895	1.24011613903e-13	
-0.00537382294895	1.24011613903e-13	
-0.000335863934331	7.7507510655e-15	
-0.113806421475	1.13533148738e-08	
-0.00134345573724	3.10029040749e-14	
-0.0148275934761	4.17270396949e-11	
-0.000335863934331	7.7507510655e-15	
0.0	0.0	
0.0	0.0	
-0.114890382617	4.11206461619e-09	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
0.0	0.0	
-0.00290536550258	3.52591632868e-13	
0.0	0.0	
-0.0266306220558	3.11650370289e-10	
-0.000335863934331	7.7507510655e-15	
-0.00302277540848	6.97561609425e-14	
-0.000335863934331	7.7507510655e-15	
-0.12791208996	3.90917140746e-08	
-0.000335863934331	7.7507510655e-15	
-0.00663884941725	4.17883776611e-13	
-0.00527232328735	6.45191331087e-13	
-0.000335863934331	7.7507510655e-15	
-0.0189416452564	5.53997012261e-11	
-0.00134345573724	3.10029040749e-14	
0.0	0.0	
-0.000335863934331	7.7507510655e-15	
0.0	0.0	
0.0	0.0	
-0.00537382294895	1.24011613903e-13	
-0.000335863934331	7.7507510655e-15	
0.0	0.0	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.00134345573724	3.10029040749e-14	
-0.00134345573724	3.10029040749e-14	
-0.01665831039	1.70629850723e-11	
-0.00134345573724	3.10029040749e-14	
0.0	0.0	
-0.00134345573724	3.10029040749e-14	
-0.00134345573724	3.10029040749e-14	
-0.391963448846	1.17196100659e-07	
-0.00134345573724	3.10029040749e-14	
-0.000335863934331	7.7507510655e-15	
-0.00644891508325	3.91188742091e-12	
-0.00372034533742	1.10078836302e-12	
0.0	0.0	
-0.0132763918499	2.33531783566e-12	
-0.00302277540848	6.97561609425e-14	
-0.240002054327	1.23599818912e-07	
-0.101978686032	2.14923028139e-08	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
0.0	0.0	
-0.00134345573724	3.10029040749e-14	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
0.0	0.0	
-0.0300190791134	3.38767428223e-11	
-0.00134345573724	3.10029040749e-14	
0.0	0.0	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.278931538639	5.57064143409e-08	
-0.00134345573724	3.10029040749e-14	
-0.0194134685106	8.85671649129e-11	
-0.0233960561605	2.06082296361e-11	
-0.000335863934331	7.7507510655e-15	
-0.399444157273	2.69451264077e-07	
-0.029367034976	2.27987050979e-10	
-0.00302277540848	6.97561609425e-14	
-0.0074149690512	4.38764415778e-12	
-0.0074149690512	4.38764415778e-12	
-0.000335863934331	7.7507510655e-15	
-0.00302277540848	6.97561609425e-14	
-0.000335863934331	7.7507510655e-15	
0.0	0.0	
-0.0171907668313	3.71306756942e-11	
-0.116372298843	9.35607200127e-09	
-0.00603614697941	1.23499500022e-12	
0.0	0.0	
-0.00134345573724	3.10029040749e-14	
-0.000335863934331	7.7507510655e-15	
-0.00797500142907	2.38040050272e-12	
-0.10962553319	9.67382566361e-09	
-0.00302277540848	6.97561609425e-14	
0.0	0.0	
-0.09292930195	1.95694608709e-08	
-0.00134345573724	3.10029040749e-14	
-0.126337598975	4.58470479939e-08	
-0.00856618908188	1.51992470247e-12	
0.0	0.0	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
0.0	0.0	
-0.000335863934331	7.7507510655e-15	
0.0	0.0	
-0.0092291844117	3.02792205418e-13	
-0.256500127697	3.3451691303e-08	
-0.0263981479235	1.17745827385e-10	
-0.195164595843	4.57398254516e-08	
-0.139333580079	5.37246830923e-08	
-0.193985163227	1.11401872493e-07	
-0.00302277540848	6.97561609425e-14	
-0.206825870602	6.75516179323e-08	
0.0	0.0	
0.0	0.0	
-0.000335863934331	7.7507510655e-15	
-0.0330922736817	2.45303245027e-10	
-0.00673215708591	2.74760930484e-12	
0.0	0.0	
0.0	0.0	
-0.00636392829728	4.94540512145e-12	
-0.00427715349424	3.73873064784e-13	
-0.00672047412629	5.17633471151e-13	
-0.00134345573724	3.10029040749e-14	
-0.000335863934331	7.7507510655e-15	
-0.00373047564435	1.67524376008e-13	
-0.000335863934331	7.7507510655e-15	
-0.00302277540848	6.97561609425e-14	
-0.00134345573724	3.10029040749e-14	
-0.000335863934331	7.7507510655e-15	
-0.00134345573724	3.10029040749e-14	
-0.000335863934331	7.7507510655e-15	
-0.300921167263	7.56401842505e-08	
-0.000335863934331	7.7507510655e-15	
-0.00134345573724	3.10029040749e-14	
-0.0803810106715	1.98650438757e-09	
-0.00302277540848	6.97561609425e-14	
-0.00537382294895	1.24011613903e-13	
0.0	0.0	
-0.000335863934331	7.7507510655e-15	
-0.00134345573724	3.10029040749e-14	
0.0	0.0	
0.0	0.0	
0.0	0.0	
-0.00134345573724	3.10029040749e-14	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
0.0	0.0	
0.0	0.0	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.00134345573724	3.10029040749e-14	
0.0	0.0	
-0.0510800311763	1.4095640615e-09	
0.0	0.0	
-0.0275145371723	1.34491458517e-10	
-0.00134345573724	3.10029040749e-14	
-0.000335863934331	7.7507510655e-15	
-0.00302277540848	6.97561609425e-14	
-0.08010944255	3.27982067581e-09	
-0.0031601160022	8.68902562412e-14	
0.0	0.0	
-0.000335863934331	7.7507510655e-15	
-0.0325456028396	2.70284179447e-10	
-0.00333254112973	7.28770331636e-13	
-0.000335863934331	7.7507510655e-15	
-0.00134345573724	3.10029040749e-14	
0.0	0.0	
-0.000335863934331	7.7507510655e-15	
-0.00134345573724	3.10029040749e-14	
-0.000335863934331	7.7507510655e-15	
-0.230866409565	2.83368978773e-08	
-0.0193877100325	1.24616589744e-10	
-0.0109561856383	9.19830473954e-12	
-0.00134345573724	3.10029040749e-14	
0.0	0.0	
-0.000335863934331	7.7507510655e-15	
-0.00302277540848	6.97561609425e-14	
-0.0115004222753	2.51109778342e-12	
-0.0555481216452	1.24493947701e-09	
0.0	0.0	
0.0	0.0	
-0.0260815065774	9.29513624734e-11	
0.0	0.0	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.00134345573724	3.10029040749e-14	
-0.00302277540848	6.97561609425e-14	
-0.000335863934331	7.7507510655e-15	
0.0	0.0	
-0.0153781970407	3.0537748954e-11	
-0.00302277540848	6.97561609425e-14	
-0.27363203098	7.09424042712e-08	
-0.00134345573724	3.10029040749e-14	
-0.0683728025388	1.72829892414e-09	
-0.000335863934331	7.7507510655e-15	
-0.107582395018	2.00081293196e-08	
-0.00474965761599	1.94426343657e-12	
-0.171551093525	3.89310755032e-08	
-0.00134345573724	3.10029040749e-14	
-0.000335863934331	7.7507510655e-15	
-0.163468410223	9.1053665239e-08	
-0.00134345573724	3.10029040749e-14	
-0.000335863934331	7.7507510655e-15	
-0.00302277540848	6.97561609425e-14	
0.0	0.0	
-0.00134345573724	3.10029040749e-14	
-0.000335863934331	7.7507510655e-15	
-0.0702735886712	3.33381244706e-09	
0.0	0.0	
-0.000335863934331	7.7507510655e-15	
-0.283770183572	1.47526598388e-07	
-0.00134345573724	3.10029040749e-14	
-0.000335863934331	7.7507510655e-15	
-0.00134345573724	3.10029040749e-14	
-0.164616001949	1.03648826533e-08	
0.0	0.0	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.0144562808157	2.9666752928e-11	
-0.00302277540848	6.97561609425e-14	
-0.00134345573724	3.10029040749e-14	
-0.029874504758	7.37317022976e-11	
-0.0411062200222	8.78019348134e-10	
-0.371985757253	1.77987927376e-07	
-0.00134345573724	3.10029040749e-14	
0.0	0.0	
0.0	0.0	
-0.00224721669626	1.68917846115e-13	
-0.000335863934331	7.7507510655e-15	
0.0	0.0	
-0.000335863934331	7.7507510655e-15	
0.0	0.0	
-0.000335863934331	7.7507510655e-15	
-0.0123591044364	2.33578205951e-11	
-0.0436418565115	3.98609815553e-10	
-0.00134345573724	3.10029040749e-14	
-0.0554454277774	1.10019505669e-09	
-0.000335863934331	7.7507510655e-15	
0.0	0.0	
-0.0314655864847	4.96889960154e-11	
-0.000335863934331	7.7507510655e-15	
-0.00960728322337	8.90127193747e-12	
-0.027096152533	1.59636228262e-10	
-0.149248382331	4.79740236255e-08	
-0.107714003729	7.37673506339e-09	
-0.00134345573724	3.10029040749e-14	
-0.00134345573724	3.10029040749e-14	
0.0	0.0	
-0.00816793000716	6.14871325413e-12	
0.0	0.0	
-0.245059932126	2.00118365515e-08	
-0.0042338926063	1.29378069461e-12	
-0.00429501356892	3.84670986286e-13	
-0.000335863934331	7.7507510655e-15	
-0.00134345573724	3.10029040749e-14	
-0.000335863934331	7.7507510655e-15	
-0.340975756185	1.80409126346e-07	
-0.000335863934331	7.7507510655e-15	
0.0	0.0	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
0.0	0.0	
-0.00150205359359	5.61515249299e-14	
-0.00134345573724	3.10029040749e-14	
-0.000335863934331	7.7507510655e-15	
-0.00966746459709	4.63858777416e-12	
-0.00291259487197	4.42407060085e-13	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
0.0	0.0	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.134515360661	3.4215856816e-08	
-0.00134345573724	3.10029040749e-14	
-0.00134345573724	3.10029040749e-14	
-0.0132007898965	1.04582421499e-11	
-0.175251773418	3.27595462137e-08	
0.0	0.0	
0.0	0.0	
-0.00731007224322	3.59493876243e-12	
-0.312310269464	1.02629262815e-07	
-0.312310269464	1.02629262815e-07	
-0.00740398763631	9.2020149662e-13	
-0.00134345573724	3.10029040749e-14	
-0.00134345573724	3.10029040749e-14	
-0.0138628063512	7.74411694945e-12	
-0.000335863934331	7.7507510655e-15	
-0.00134345573724	3.10029040749e-14	
-0.00719985122875	3.37437438497e-12	
0.0	0.0	
-0.195982878829	2.82225756719e-08	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.00134345573724	3.10029040749e-14	
-0.0360312966703	8.1564647369e-10	
-0.00302277540848	6.97561609425e-14	
-0.00134345573724	3.10029040749e-14	
-0.192662832514	6.52932786269e-08	
-0.000335863934331	7.7507510655e-15	
-0.00716956383642	6.10886373059e-13	
-0.00720109299436	5.39562046683e-12	
-0.00339441247415	1.08805235837e-13	
0.0	0.0	
-0.205617023015	1.26842030567e-07	
-0.00134345573724	3.10029040749e-14	
-0.00134345573724	3.10029040749e-14	
-0.0244224062812	1.11660361491e-10	
-0.0106049914855	1.35950945272e-11	
-0.000335863934331	7.7507510655e-15	
0.0	0.0	
0.0	0.0	
-0.00134345573724	3.10029040749e-14	
-0.00302277540848	6.97561609425e-14	
-0.00134345573724	3.10029040749e-14	
-0.000335863934331	7.7507510655e-15	
-0.160727847013	2.33009274607e-08	
-0.026716566638	4.46632486152e-10	
0.0	0.0	
0.0	0.0	
-0.260910138889	9.52870841239e-08	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
0.0	0.0	
-0.000335863934331	7.7507510655e-15	
0.0	0.0	
-0.00134345573724	3.10029040749e-14	
-0.00479074505997	6.94140663272e-13	
-0.00907685838237	1.15541634678e-12	
-0.0350846216157	8.68537827416e-10	
-0.0114592001129	2.1604945115e-11	
-0.00134345573724	3.10029040749e-14	
-0.0043895811202	4.34386482921e-13	
-0.000335863934331	7.7507510655e-15	
-0.00134345573724	3.10029040749e-14	
0.0	0.0	
-0.0148093911009	1.3971349125e-11	
-0.00315090038886	8.39932275851e-14	
-0.00134345573724	3.10029040749e-14	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.035138180743	4.74927327022e-10	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
0.0	0.0	
0.0	0.0	
-0.0166726340842	2.65268619321e-11	
-0.357861418991	3.12157531432e-07	
-0.0597158517917	6.03257996447e-10	
-0.0948446256268	4.7207092398e-09	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
0.0	0.0	
0.0	0.0	
-0.00134345573724	3.10029040749e-14	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.119037039599	4.76731043868e-08	
0.0	0.0	
0.0	0.0	
-0.00567784717355	1.68986889823e-13	
-0.000335863934331	7.7507510655e-15	
-0.00134345573724	3.10029040749e-14	
-0.000335863934331	7.7507510655e-15	
-0.128716822302	9.71822616329e-09	
0.0	0.0	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.00134345573724	3.10029040749e-14	
-0.000335863934331	7.7507510655e-15	
0.0	0.0	
0.0	0.0	
0.0	0.0	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.0473098004279	3.10477595077e-09	
-0.130059253541	4.06550631707e-08	
0.0	0.0	
-0.0125351545302	1.99308692833e-11	
-0.00600562841238	7.82970374568e-13	
-0.00600562841238	7.82970374568e-13	
-0.000335863934331	7.7507510655e-15	
0.0	0.0	
-0.00134345573724	3.10029040749e-14	
-0.00302277540848	6.97561609425e-14	
0.0	0.0	
-0.000335863934331	7.7507510655e-15	
0.0	0.0	
-0.000335863934331	7.7507510655e-15	
0.0	0.0	
-0.0538050483952	2.84975720665e-09	
-0.000335863934331	7.7507510655e-15	
-0.00134345573724	3.10029040749e-14	
-0.000335863934331	7.7507510655e-15	
-0.00732004204593	7.34372996312e-12	
-0.197288294702	3.65534849893e-08	
-0.00302277540848	6.97561609425e-14	
0.0	0.0	
-0.000335863934331	7.7507510655e-15	
-0.0031747199606	3.41740927037e-13	
-0.00134345573724	3.10029040749e-14	
-0.00134345573724	3.10029040749e-14	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.2107501731	6.33198685943e-08	
-0.00367448791005	1.45380246085e-13	
-0.00387437256996	2.95514010229e-13	
-0.0920763850432	6.55976564231e-09	
-0.000335863934331	7.7507510655e-15	
0.0	0.0	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.306374804298	1.92623749369e-07	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.124648854958	4.33933574723e-08	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.00134345573724	3.10029040749e-14	
-0.0107320421438	2.83951274953e-12	
-0.000335863934331	7.7507510655e-15	
0.0	0.0	
0.0	0.0	
-0.000335863934331	7.7507510655e-15	
-0.00134345573724	3.10029040749e-14	
-0.000335863934331	7.7507510655e-15	
-0.00302277540848	6.97561609425e-14	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
0.0	0.0	
-0.00505188620094	7.17648530919e-13	
-0.00302277540848	6.97561609425e-14	
-0.00327771479906	9.78523130179e-14	
0.0	0.0	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.0573472697518	2.42233982123e-09	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.00134345573724	3.10029040749e-14	
-0.011751631341	9.46056278486e-12	
-0.204247069706	5.42005357366e-08	
-0.24380776179	1.58487918859e-07	
0.0	0.0	
0.0	0.0	
0.0	0.0	
-0.00134345573724	3.10029040749e-14	
-0.00134345573724	3.10029040749e-14	
-0.00574120439484	1.9884003205e-13	
0.0	0.0	
-0.00134345573724	3.10029040749e-14	
-0.000335863934331	7.7507510655e-15	
-0.0268819276107	1.53679287928e-10	
-0.173579112159	3.36133299381e-08	
-0.121707339764	1.85825560336e-08	
-0.0219005319955	1.17076807871e-10	
-0.208713242698	1.02010904411e-07	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.00134345573724	3.10029040749e-14	
-0.00134345573724	3.10029040749e-14	
-0.000335863934331	7.7507510655e-15	
-0.0233486029337	9.48817143373e-11	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.150974515585	1.31321959313e-08	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.0508241618038	6.01628624331e-10	
-0.00676961828082	5.3230213902e-13	
-0.00676961828082	5.3230213902e-13	
-0.00134345573724	3.10029040749e-14	
-0.00134345573724	3.10029040749e-14	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
0.0	0.0	
0.0	0.0	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
0.0	0.0	
-0.0683464478936	4.78234112373e-09	
-0.000335863934331	7.7507510655e-15	
-0.00134345573724	3.10029040749e-14	
-0.000335863934331	7.7507510655e-15	
0.0	0.0	
-0.000335863934331	7.7507510655e-15	
-0.00146838537676	4.43123253432e-14	
-0.00727840717736	2.43835111895e-12	
-0.139016955788	7.42761584285e-08	
-0.00134345573724	3.10029040749e-14	
-0.00134345573724	3.10029040749e-14	
-0.00316402338319	8.82208655008e-14	
-0.00609694163434	2.75227513181e-13	
-0.0160522720306	7.96500583523e-12	
-0.0118205815411	2.00130132223e-11	
-0.00302277540848	6.97561609425e-14	
-0.0444826230724	7.00571339305e-10	
-0.00550983698855	1.40707489441e-13	
0.0	0.0	
-0.0330795418818	3.67857812749e-10	
-0.00134345573724	3.10029040749e-14	
-0.00576120305065	1.01704728068e-12	
-0.000335863934331	7.7507510655e-15	
-0.0221173450128	5.46293299393e-11	
-0.00350695464886	1.57510109558e-13	
-0.00134345573724	3.10029040749e-14	
0.0	0.0	
0.0	0.0	
-0.105163810391	4.0924940299e-10	
-0.0124555346601	2.82304162227e-12	
-0.00134345573724	3.10029040749e-14	
0.0	0.0	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.0157009849527	3.41683176187e-11	
-0.000335863934331	7.7507510655e-15	
-0.231686338974	8.96465144321e-08	
-0.0969607115395	1.00043554131e-08	
-0.000335863934331	7.7507510655e-15	
-0.000335863934331	7.7507510655e-15	
-0.00302277540848	6.97561609425e-14	
-0.000335863934331	7.7507510655e-15	
-0.0314793931532	3.99061868939e-10	
-0.000335863934331	7.7507510655e-15	
-0.00134345573724	3.10029040749e-14	
-0.000335863934331	7.7507510655e-15	
-0.0883712476988	4.40534424371e-09	
-0.0160552528678	3.51279457982e-12	
-0.353844875214	1.40901307044e-07	
-0.00450166177785	1.52254675862e-12	
-0.0104556701321	1.1135308989e-11	
-0.000335863934331	7.7507510655e-15	
-0.0931746087657	1.75925982733e-08	
-0.00790998101976	4.22767671637e-12	
-0.00302277540848	6.97561609425e-14	
-0.00134345573724	3.10029040749e-14	
-0.00187464690127	9.51260389241e-14	
-0.000335863934331	7.7507510655e-15	
-0.00134345573724	3.10029040749e-14	
-0.103944256511	1.00832035566e-08	
-0.0377995043253	3.55422045755e-10	
0.0	0.0	
-0.00134345573724	3.10029040749e-14	
